date,total_incidents,weather_related_incidents,avg_delay_min,disrupted_trains,pct_weather_incidents,precip_mm,tmax_c,tmin_c,tmean_c,windspeed_kmh,precip_hours,et0_mm,precip_in,tmax_f,tmin_f,tmean_f,heavy_rain,extreme_rain,extreme_heat,heat_emergency,heat_wave_day,weather_stress,year,month,dow,season,lag1_precip_mm,lag2_precip_mm,lag3_precip_mm,roll3_precip_mm,roll7_precip_mm,prev_extreme_heat,prev_heavy_rain,heat_index_approx,heat_wave_streak
2020-03-08,137,0,8.47391304347826,688,0.0,0.0,13.9,-2.3,5.5,21.3,0.0,3.06,0.0,57.02,27.86,41.9,0,0,0,0,0,0,2020,3,6,Spring,0.5,4.2,0.0,4.7,14.6,0,0,9.3687,0
2020-03-09,144,0,8.582608695652175,704,0.0,0.0,20.2,3.7,11.4,21.4,0.0,4.19,0.0,68.36,38.66,52.52,0,0,0,0,0,0,2020,3,0,Spring,0.0,0.5,4.2,0.5,14.6,0,0,17.0547,0
2020-03-10,145,0,8.71304347826087,711,0.0,0.3,15.9,8.6,12.5,28.0,3.0,2.02,0.0118110236220472,60.62,47.48,54.5,0,0,0,0,0,0,2020,3,1,Spring,0.0,0.0,0.5,0.3,8.3,0,0,13.886600000000001,0
2020-03-11,139,0,8.230434782608697,670,0.0,0.0,12.6,2.8,8.4,26.4,0.0,2.27,0.0,54.68,37.04,47.120000000000005,0,0,0,0,0,0,2020,3,2,Spring,0.3,0.0,0.0,0.3,5.0,0,0,9.2468,0
2020-03-12,140,0,8.347826086956522,691,0.0,0.7,9.1,1.9,5.9,18.4,3.0,1.03,0.0275590551181102,48.38,35.42,42.620000000000005,0,0,0,0,0,0,2020,3,3,Spring,0.0,0.3,0.0,1.0,5.7,0,0,5.5389,0
2020-03-13,144,0,8.969565217391304,689,0.0,10.6,19.8,7.1,12.7,35.3,12.0,2.71,0.4173228346456693,67.64,44.78,54.86,0,0,0,0,0,0,2020,3,4,Spring,0.7,0.0,0.3,11.299999999999999,12.1,0,0,17.4401,0
2020-03-14,139,0,8.321739130434782,683,0.0,0.1,12.6,4.0,8.4,22.7,1.0,3.54,0.0039370078740157,54.68,39.2,47.120000000000005,0,0,0,0,0,0,2020,3,5,Spring,10.6,0.7,0.0,11.399999999999999,11.7,0,0,9.524,0
2020-03-15,140,0,9.04782608695652,694,0.0,0.3,11.4,2.5,6.9,13.6,3.0,2.85,0.0118110236220472,52.52,36.5,44.42,0,0,0,0,0,0,2020,3,6,Spring,0.1,10.6,0.7,11.0,12.0,0,0,7.977500000000001,0
2020-03-16,139,0,8.830434782608695,674,0.0,0.0,6.7,-1.7,3.0,22.3,0.0,2.34,0.0,44.06,28.94,37.4,0,0,0,0,0,0,2020,3,0,Spring,0.3,0.1,10.6,0.4,12.0,0,0,2.3073000000000006,0
2020-03-17,138,0,8.539130434782608,667,0.0,6.2,12.2,3.8,7.0,19.1,9.0,1.45,0.2440944881889764,53.96,38.84,44.6,0,0,0,0,0,0,2020,3,1,Spring,0.0,0.3,0.1,6.5,17.9,0,0,9.0778,0
2020-03-18,139,0,8.691304347826087,676,0.0,0.0,10.1,0.8,6.3,18.7,0.0,2.53,0.0,50.18,33.44,43.34,0,0,0,0,0,0,2020,3,2,Spring,6.2,0.0,0.3,6.2,17.9,0,0,6.284799999999999,0
2020-03-19,142,0,8.408695652173913,679,0.0,17.9,12.6,4.8,8.4,20.9,10.0,1.4,0.7047244094488189,54.68,40.64,47.120000000000005,0,0,0,0,0,0,2020,3,3,Spring,0.0,6.2,0.0,24.099999999999998,35.099999999999994,0,0,9.7088,0
2020-03-20,144,0,9.204347826086956,700,0.0,3.8,23.7,7.0,14.7,36.7,6.0,2.41,0.1496062992125984,74.66,44.6,58.46,0,0,0,0,0,0,2020,3,4,Spring,17.9,0.0,6.2,21.7,28.299999999999997,0,0,21.317,0
2020-03-21,137,0,8.734782608695653,678,0.0,0.0,17.2,4.3,8.5,26.4,0.0,3.44,0.0,62.96,39.74,47.3,0,0,0,0,0,0,2020,3,5,Spring,3.8,17.9,0.0,21.7,28.2,0,0,14.1933,0
2020-03-22,138,0,8.334782608695651,677,0.0,0.0,6.1,-0.4,2.6,21.9,0.0,2.34,0.0,42.98,31.28,36.68,0,0,0,0,0,0,2020,3,6,Spring,0.0,3.8,17.9,3.8,27.9,0,0,2.0076,0
2020-03-23,196,0,13.286956521739132,949,0.0,29.6,5.4,2.2,3.0,27.6,16.0,0.58,1.1653543307086616,41.72,35.96,37.4,1,0,0,0,0,1,2020,3,0,Spring,0.0,0.0,3.8,29.6,57.5,0,0,1.9082000000000008,0
2020-03-24,140,0,8.752173913043478,671,0.0,0.0,14.1,0.8,6.6,21.2,0.0,2.63,0.0,57.38,33.44,43.88,0,0,0,0,0,0,2020,3,1,Spring,29.6,0.0,0.0,29.6,51.3,0,1,10.284799999999999,0
2020-03-25,134,0,8.04782608695652,664,0.0,0.5,7.9,3.0,5.3,26.7,3.0,1.19,0.0196850393700787,46.22,37.4,41.54,0,0,0,0,0,0,2020,3,2,Spring,0.0,29.6,0.0,30.1,51.8,0,0,4.593,0
2020-03-26,143,0,8.395652173913044,696,0.0,0.0,13.9,0.6,6.7,21.3,0.0,2.76,0.0,57.02,33.08,44.06,0,0,0,0,0,0,2020,3,3,Spring,0.5,0.0,29.6,0.5,33.900000000000006,0,0,10.0386,0
2020-03-27,138,0,8.226086956521739,675,0.0,0.2,18.2,7.7,12.1,16.7,2.0,3.66,0.0078740157480314,64.75999999999999,45.86,53.78,0,0,0,0,0,0,2020,3,4,Spring,0.0,0.5,0.0,0.7,30.3,0,0,15.9787,0
2020-03-28,140,0,8.6,688,0.0,15.4,10.1,5.7,7.9,17.6,14.0,1.0,0.6062992125984252,50.18,42.260000000000005,46.22,0,0,0,0,0,0,2020,3,5,Spring,0.2,0.0,0.5,15.6,45.7,0,0,7.416699999999999,0
2020-03-29,137,0,8.634782608695652,682,0.0,3.4,11.8,7.0,8.7,23.7,11.0,0.76,0.1338582677165354,53.24,44.6,47.66,0,0,0,0,0,0,2020,3,6,Spring,15.4,0.2,0.0,19.0,49.1,0,0,9.417000000000002,0
2020-03-30,140,0,8.339130434782609,693,0.0,5.0,11.9,4.2,7.7,13.8,8.0,1.73,0.1968503937007874,53.42,39.56,45.86,0,0,0,0,0,0,2020,3,0,Spring,3.4,15.4,0.2,23.8,24.5,0,0,8.8702,0
2020-03-31,138,0,8.439130434782609,682,0.0,2.1,8.6,4.6,6.1,17.4,9.0,1.17,0.0826771653543307,47.48,40.28,42.98,0,0,0,0,0,0,2020,3,1,Spring,5.0,3.4,15.4,10.5,26.6,0,0,5.662599999999999,0
2020-04-01,48,0,8.545,415,0.0,0.0,12.6,2.6,7.0,19.1,0.0,2.86,0.0,54.68,36.68,44.6,0,0,0,0,0,0,2020,4,2,Spring,2.1,5.0,3.4,7.1,26.1,0,0,9.2006,0
2020-04-02,43,0,8.2,393,0.0,0.0,13.6,2.7,8.4,34.5,0.0,3.85,0.0,56.48,36.86,47.120000000000005,0,0,0,0,0,0,2020,4,3,Spring,0.0,2.1,5.0,2.1,26.1,0,0,10.2237,0
2020-04-03,47,0,8.375,414,0.0,9.2,10.4,5.9,8.4,29.8,17.0,1.52,0.3622047244094488,50.72,42.620000000000005,47.120000000000005,0,0,0,0,0,0,2020,4,4,Spring,0.0,0.0,2.1,9.2,35.1,0,0,7.7629,0
2020-04-04,48,0,8.535,408,0.0,0.7,14.6,7.2,9.6,19.7,4.0,1.77,0.0275590551181102,58.28,44.96,49.28,0,0,0,0,0,0,2020,4,5,Spring,9.2,0.0,0.0,9.899999999999999,20.400000000000002,0,0,12.263200000000001,0
2020-04-05,49,0,8.425,421,0.0,0.0,16.0,5.7,10.2,17.6,0.0,2.16,0.0,60.8,42.260000000000005,50.36,0,0,0,0,0,0,2020,4,6,Spring,0.7,9.2,0.0,9.899999999999999,17.0,0,0,13.3167,0
2020-04-06,49,0,8.89,422,0.0,1.4,17.5,7.6,11.9,17.4,3.0,3.83,0.0551181102362204,63.5,45.68,53.42,0,0,0,0,0,0,2020,4,0,Spring,0.0,0.7,9.2,2.0999999999999996,13.399999999999999,0,0,15.255600000000001,0
2020-04-07,49,0,8.834999999999999,410,0.0,0.3,17.2,7.4,11.7,22.4,1.0,3.88,0.0118110236220472,62.96,45.32,53.06,0,0,0,0,0,0,2020,4,1,Spring,1.4,0.0,0.7,1.7,11.6,0,0,14.909399999999998,0
2020-04-08,51,0,8.879999999999999,414,0.0,5.6,19.0,8.6,13.0,18.2,5.0,2.85,0.2204724409448819,66.2,47.48,55.4,0,0,0,0,0,0,2020,4,2,Spring,0.3,1.4,0.0,7.3,17.2,0,0,16.9866,0
2020-04-09,51,0,7.87,404,0.0,9.6,16.5,6.7,10.0,33.6,8.0,1.97,0.3779527559055118,61.7,44.06,50.0,0,0,0,0,0,0,2020,4,3,Spring,5.6,0.3,1.4,15.5,26.799999999999997,0,0,14.047699999999999,0
2020-04-10,49,0,8.51,417,0.0,1.4,9.3,3.5,6.4,39.1,4.0,3.17,0.0551181102362204,48.74,38.3,43.52,0,0,0,0,0,0,2020,4,4,Spring,9.6,5.6,0.3,16.599999999999998,18.999999999999996,0,0,6.108500000000001,0
2020-04-11,49,0,8.605,395,0.0,0.0,11.4,2.3,6.9,28.7,0.0,3.69,0.0,52.52,36.14,44.42,0,0,0,0,0,0,2020,4,5,Spring,1.4,9.6,5.6,11.0,18.299999999999997,0,0,7.9313,0
2020-04-12,48,0,8.53,401,0.0,0.0,15.6,2.3,9.6,28.8,0.0,2.8,0.0,60.08,36.14,49.28,0,0,0,0,0,0,2020,4,6,Spring,0.0,1.4,9.6,1.4,18.299999999999997,0,0,12.1313,0
2020-04-13,64,0,13.59,551,0.0,41.5,18.9,12.3,15.0,50.9,19.0,1.34,1.6338582677165354,66.02,54.14,59.0,1,0,0,0,0,1,2020,4,0,Spring,0.0,0.0,1.4,41.5,58.39999999999999,0,0,17.7413,0
